id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42932,"Charming apartment, Oslo Center, Ro",187463,Cecilie,,Frogner,59.91233609,10.72384208,Entire home/apt,1920,2,30,02/07/2018,0.47,1,363
43431,Room for recreation up town Oslo,189712,Jayce,,Frogner,59.91810642,10.70714484,Private room,474,2,48,25/10/2016,0.5,3,364
71725,Central big room - ap with balcony ,368229,Reidun,,Gamle Oslo,59.90611219,10.78000125,Private room,482,4,46,31/10/2018,0.49,1,169
77108,Friendly & spacious in uptown Oslo,412523,Gunn Hild,,Frogner,59.92477726,10.71648964,Entire home/apt,1835,7,14,13/08/2018,0.15,1,333
85902,"Stylish design apt, east. Close to train station",250159,Melissa,,Gamle Oslo,59.91264988,10.77263261,Entire home/apt,787,2,50,04/11/2018,0.55,2,35
88338,"Cozy, quiet and sunny! Adamstuen - central Oslo",483107,Julian,,St. Hanshaugen,59.93074756,10.73260977,Entire home/apt,727,5,10,18/04/2017,0.28,1,0
92103,Trendy Urban Downtown Oslo.,496205,Dorte,,Grünerløkka,59.91974917,10.75466071,Entire home/apt,1243,3,20,18/08/2013,0.22,1,323
123041,"Cozy room in design apartment, central east side",250159,Melissa,,Gamle Oslo,59.91254035,10.77408507,Private room,347,3,229,02/07/2018,2.53,2,36
149776,Bird's nest in the heart of Oslo,714768,Henrik,,St. Hanshaugen,59.92186691,10.74817424,Private room,770,4,32,26/08/2018,0.36,1,332
149960,In the very heart of Oslo,722814,Hilde,,Frogner,59.91991134,10.7319188,Private room,423,2,106,04/11/2018,1.18,2,328
163128,Very central&cosy apartment in Oslo,779118,Vibeke,,Grünerløkka,59.92810206,10.78193179,Entire home/apt,491,4,33,06/11/2016,0.37,1,0
174372,New spacious central 2BR w/terrace,114189,Christina,,Sagene,59.929784,10.75951673,Entire home/apt,13524,100,36,26/10/2014,0.4,2,364
189484,Quiet apartment w balcony in Oslo,913934,Andreas,,Sagene,59.93226952,10.75486598,Entire home/apt,913,2,1,01/07/2015,0.02,1,0
190578,Private room in Oslo (very central),920584,Christel,,Frogner,59.92124303,10.73107602,Private room,651,1,1,14/08/2018,0.3,1,354
213353,Nice Apartment Near the Center,305171,R.G.,,Gamle Oslo,59.90845195,10.77891056,Private room,694,1,175,12/11/2018,2,1,359
225855,"Cosy & modern Tjuvholmen apartment, Central OSLO",898731,Hogne,,Frogner,59.90936994,10.72178221,Entire home/apt,2453,3,9,05/09/2016,0.22,1,71
256459,Waterfront suite 12 min from centre,1347737,Kåre & Truls,,Nordstrand,59.84858976,10.77870734,Entire home/apt,414,1,218,08/11/2018,2.93,2,337
275790,Modern 2 rooms near Grünerløkka ,793479,Espen,,Sagene,59.93275139,10.75304809,Entire home/apt,651,7,5,31/08/2018,0.06,1,346
284644,Central room in Oslo - Grünerløkka,1324869,Bente,,Grünerløkka,59.91893776,10.76316058,Private room,347,2,65,01/11/2018,0.83,1,6
287915,Spacious flat in great neighborhood,1497013,Beate,,Sagene,59.94030769,10.77469954,Entire home/apt,601,2,28,07/07/2015,0.34,3,0
307651,Central design apartment,1582867,Line Mari,,Frogner,59.92613121,10.72508869,Entire home/apt,1015,2,110,12/01/2017,1.36,2,43
308611,Close to Aker Brygge with balcony,1580257,Siren,,Frogner,59.91261689,10.71125971,Entire home/apt,973,2,6,25/09/2016,0.14,1,0
314213,VERY CENTRAL ! - self-served breakfast for 5 days,1614549,Peter Piotr,,St. Hanshaugen,59.91963184,10.74973379,Private room,372,3,88,04/11/2018,1.07,2,347
331352,Central Oslo,1689500,Trond,,St. Hanshaugen,59.91483976,10.75308186,Private room,1159,5,0,,,1,0
360702,"Stylish, spacious, & clean loft",1823958,Marie & Erlend,,Grünerløkka,59.93113338,10.77329404,Entire home/apt,1548,7,9,23/07/2015,0.11,1,323
360902,Cozy/small studio near metrostation Majorstua/Oslo,1824435,Goga,,Frogner,59.93199742,10.7119026,Entire home/apt,668,1,27,08/11/2018,1.51,5,353
361904,Room for rent in large aptmt Oslo,1717013,Ebbe,,Frogner,59.91787151,10.69011856,Private room,1446,2,4,15/05/2017,0.08,1,180
376678,"Best Oslo location - Karl Johan, OsloMet, Schrøder",1893750,Berit,,St. Hanshaugen,59.91943741,10.7400947,Private room,406,1,100,18/11/2018,2.42,1,313
386879,OSLO'S NICEST APARTMENT WITH ROOF TERRACE,1935720,Ida,,Grünerløkka,59.92032607,10.74902032,Entire home/apt,507,7,45,15/03/2018,0.56,1,364
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92595381,10.75105095,Entire home/apt,651,3,15,02/08/2018,0.37,1,0
400913,Room in FAM. HOUSE - IDEAL LOCATION,2000939,Hilde,,Vestre Aker,59.95904707,10.69546629,Private room,753,2,23,18/08/2015,0.3,7,0
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92159466,10.76967587,Entire home/apt,1497,3,6,31/07/2018,0.37,1,2
408359,Cozy and Colorful at Grünerløkka,1976674,Hanne,,Grünerløkka,59.92683888,10.76483464,Entire home/apt,846,3,67,09/10/2018,1.01,1,7
413431,"Trendy & super central, Grünerløkka",2056354,Audhild,,Grünerløkka,59.92619459,10.7610149,Entire home/apt,753,5,6,13/07/2013,0.08,1,80
422607,Lovely Apt w garden in city centre,802516,Nadia,,Sagene,59.93014128,10.75243231,Entire home/apt,601,3,0,,,1,0
430022,Cosy flat in central Oslo,2137599,Hilde,,Sagene,59.93823525,10.75888156,Entire home/apt,719,2,26,06/08/2013,0.33,4,0
444639,Big cozy room in the heart of Oslo!,2209511,A,,Frogner,59.91530035,10.72279325,Private room,533,1,22,22/10/2018,1.26,3,364
450026,Günerløkkas vakreste loftsleilighet,2235149,Elisabeth,,Grünerløkka,59.91963619,10.76284382,Private room,1692,5,0,,,2,364
462347,Spacious MIDDLE of Oslo with balcony!,2230037,Paul,,St. Hanshaugen,59.91862791,10.74655986,Entire home/apt,1100,3,0,,,1,15
465035,Cosy and spacious in central Oslo,2137599,Hilde,,Sagene,59.93850454,10.75930957,Entire home/apt,1176,2,62,28/07/2016,0.8,4,323
486450,"Grünerløkka. Modern 2 bedrooms, top floor apt.",2404408,Anders,,Grünerløkka,59.91953039,10.76053904,Entire home/apt,1159,2,9,27/08/2017,0.17,1,0
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88568663,10.76979542,Entire home/apt,871,2,71,16/09/2018,0.93,1,115
504052,Bright apartment with amazing view!,1525664,Magnus,,Sagene,59.93242537,10.76889235,Entire home/apt,406,2,2,01/01/2017,0.03,1,22
529449,Large one-bedroom with balcony,2601724,Nils Magnus,,St. Hanshaugen,59.92908202,10.72943353,Entire home/apt,1201,6,15,28/08/2018,0.28,1,355
542452,"Urban, bright and central with quiet room",2659479,Camilla & Simon,,Grünerløkka,59.91922394,10.75422573,Private room,474,1,89,31/05/2018,3.66,1,0
563916,In the very heart of Oslo #2,722814,Hilde,,Frogner,59.9211511,10.73073153,Private room,423,2,18,04/11/2018,0.23,2,336
565671,Light and spacious apartment,479141,Lisa-Mari,,Grünerløkka,59.92876996,10.77491212,Entire home/apt,846,2,4,04/01/2014,0.06,1,0
567731,"Lovely loft central, near metro and uni",2793327,Rein,,Vestre Aker,59.93814495,10.70114199,Private room,482,2,105,04/09/2018,1.36,1,233
580690,A home with a view,2857446,Mailen,,Nordstrand,59.8832144,10.78976535,Entire home/apt,998,7,0,,,1,323
584874,Nice and cozy 1BR central apartment,2875796,Eli,,Grünerløkka,59.92360292,10.75623533,Entire home/apt,804,3,19,18/06/2014,0.25,1,0
588353,Beste stedet å bo i Oslo sentrum!,210068,Trude Rebekka,,Grünerløkka,59.92159007,10.7694646,Entire home/apt,296,2,449,17/11/2018,5.87,4,282
588444,"Great location, central and clean!",2902396,Tore,,Gamle Oslo,59.91652136,10.76659144,Private room,998,89,0,,,2,365
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96321919,10.77837845,Entire home/apt,550,7,5,01/10/2018,0.07,1,203
613873,Loft in a stable,1272535,Elin,,Grünerløkka,59.92204616,10.75887496,Entire home/apt,1269,1,12,03/08/2018,0.18,1,363
620869,Cozy room for 1 or 2 in bright apt.,2615916,Ingve,,Grünerløkka,59.9323107,10.79180925,Private room,330,2,90,27/10/2018,1.73,1,0
624408,Idyllic suburbia,3098004,Siv,,Alna,59.91940628,10.82563207,Private room,279,1,159,08/11/2018,2.09,1,0
631469,Perfect for sightseeing in the heart of Oslo,3105737,Miria,,St. Hanshaugen,59.92198425,10.73713218,Entire home/apt,804,2,10,17/06/2018,0.13,2,322
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.9138526,10.76331853,Private room,482,1,258,03/11/2018,3.38,2,71
636302,Central charming appartment,3171427,Liz,,Nordstrand,59.87946481,10.77508935,Entire home/apt,922,3,1,20/08/2018,0.32,2,48
644353,In the heart of Oslo I,3231534,Astrid,,St. Hanshaugen,59.92024331,10.74194345,Private room,550,2,127,21/09/2018,2.92,2,317
664642,Spacious 4 bedroom (5/6 beds) flat in central Oslo,1875826,David,,St. Hanshaugen,59.92321135,10.74085344,Entire home/apt,939,1,136,29/10/2018,1.83,2,346
672181,Nice apartment in Grünerløkka.,677622,Espen,,Grünerløkka,59.9200995,10.76839352,Entire home/apt,550,1,1,18/08/2015,0.03,1,0
688070,Oslo City - I ONLY ACCEPT WOMEN!,3512619,Marita H,,Gamle Oslo,59.9126455,10.75837246,Private room,347,2,79,18/11/2018,5.78,1,201
688740,Sleep next door to Munch museum and Øya festivalen,3516606,Vedrana,,Gamle Oslo,59.914488,10.77422026,Entire home/apt,550,5,1,16/08/2016,0.04,1,0
689773,Room in big apt w/view -near City,3523705,Monica,,Vestre Aker,59.96821414,10.64975672,Private room,4347,68,27,19/06/2016,0.36,2,233
707856,Great flat close to central station,3639651,Eirik,,Gamle Oslo,59.91123885,10.7645202,Entire home/apt,677,10,16,16/03/2017,0.41,1,0
740334,Apartment with kitchenette in Oslo,3869297,Booking,,Grünerløkka,59.92764093,10.76764889,Private room,398,1,10,15/03/2016,0.16,2,361
741279,Comfortable room in Oslo Central area,3879221,Myna,,Sagene,59.93089745,10.77051839,Private room,465,1,80,04/11/2018,3.63,2,35
749061,Nice apartment near Bislett Stadium,3935697,Torbjørn,,St. Hanshaugen,59.92146777,10.73580335,Entire home/apt,846,2,8,22/08/2017,0.16,1,0
756015,Charming & peaceful 2-rooms w/balc,3978663,Ruth,,Frogner,59.91032916,10.70786773,Entire home/apt,846,3,3,26/08/2016,0.1,1,0
758848,Central and Stylish apt by the sea!,3106784,Hung,,Gamle Oslo,59.90397965,10.75616319,Entire home/apt,1066,2,160,02/11/2018,2.2,2,325
760266,Very central room with  2 bikes,3996622,Gung,,Gamle Oslo,59.91248728,10.75916667,Private room,499,2,538,18/11/2018,7.45,1,45
760572,Studio next to park in Oslo centre,4009369,Francisco,,St. Hanshaugen,59.92568894,10.74516416,Entire home/apt,804,2,32,28/10/2018,0.46,1,51
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91820755,10.71379477,Private room,406,1,695,09/11/2018,9.61,1,323
762160,Fresh and comfortable Grünerløkka,4017463,Tiril,,Grünerløkka,59.92561146,10.75911865,Entire home/apt,1269,1,1,30/05/2015,0.02,1,0
768359,AFFORDABLE+CENTRAL+EMBASSY AREA,4053428,Tish,,Frogner,59.91962855,10.70040428,Entire home/apt,592,7,2,05/01/2017,0.03,1,9
770824,Summer holiday in Oslo?,4020975,Guro,,St. Hanshaugen,59.91694539,10.74857705,Entire home/apt,694,2,27,28/02/2016,0.38,1,0
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.91260374,10.76530916,Entire home/apt,1937,1,26,24/08/2018,0.36,3,316
773750,Big 3 bed apt,3523705,Monica,,Vestre Aker,59.96925022,10.6488266,Entire home/apt,4829,68,9,08/03/2016,0.13,2,364
781090,Oslo sentrum greate apartment,3809517,Linn,,Gamle Oslo,59.90737741,10.7745859,Entire home/apt,846,7,2,22/08/2018,0.43,1,365
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn,,Gamle Oslo,59.90718321,10.7589922,Entire home/apt,719,30,19,02/09/2018,0.27,1,346
794891,"Nice central apartment,good value!",699826,Lourdes Fabiola,,Frogner,59.9187413,10.71766773,Entire home/apt,601,4,2,04/06/2014,0.03,1,0
815759,Attractiv apt in central Oslo!,189712,Jayce,,Frogner,59.91698046,10.70767146,Private room,499,2,1,25/04/2016,0.03,3,363
823423,Brm @ scenic apt. in Holmenkollen,4326175,Ole Christian,,Vestre Aker,59.95339442,10.66711587,Private room,389,3,19,15/03/2016,0.27,1,0
865338,Cosy and quiet room in  central in Embassy Area,1535881,Therese,,Frogner,59.91784262,10.69487582,Private room,398,4,11,02/11/2018,0.18,6,309
869173,Bright 70 m2 flat with a great view,4578764,Tove,,St. Hanshaugen,59.92179852,10.74679526,Entire home/apt,964,1,5,30/05/2017,0.12,1,314
896093,Sunny home in the heart of Oslo,3105737,Miria,,St. Hanshaugen,59.92177915,10.73795945,Entire home/apt,499,7,9,15/09/2018,0.16,2,318
917797,LUXURY 2BR AT OSLO'S FINEST LOCATION!,4922112,Eric Christian King,,Frogner,59.92360173,10.70649298,Entire home/apt,1100,7,2,01/09/2014,0.04,2,353
921279,"CENTRAL, IDYLLIC, BRIGHT 1 BRM APT",4515346,Arild & Trine,,St. Hanshaugen,59.92531629,10.73752036,Entire home/apt,584,14,76,02/10/2018,1.11,1,73
927847,Fresh CONDO with 2 comfy doublebeds near OPERA,4580330,Ole,,Gamle Oslo,59.9027038,10.75526711,Entire home/apt,1497,2,30,12/11/2018,0.46,2,1
935011,Apartment in the center of Oslo!,1876004,Victoria,,Gamle Oslo,59.91644192,10.76442608,Entire home/apt,897,4,15,14/08/2018,0.38,1,151
960057,Central & high standard by Opera!,649104,Linda,,Gamle Oslo,59.90360829,10.75614908,Entire home/apt,1802,3,33,30/09/2018,0.59,1,238
961008,Balcony and view in central Oslo,5233619,Kari,,Gamle Oslo,59.91463099,10.78158902,Entire home/apt,651,4,9,08/09/2016,0.13,1,0
968437,Bright and modern in Grünerløkka!,5285882,Grethe,,Grünerløkka,59.92407313,10.75596282,Entire home/apt,846,3,22,27/09/2018,0.33,1,291
970425,"Lys og moderne, sentral",2235149,Elisabeth,,Grünerløkka,59.93139537,10.77613813,Entire home/apt,1184,3,1,30/05/2013,0.01,2,0
971063,Sunny & central design apartment,1805117,Mona,,St. Hanshaugen,59.92636339,10.74796423,Private room,364,1,27,01/10/2018,0.41,2,41
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90583321,10.71821057,Entire home/apt,1159,2,140,21/10/2018,2.05,1,309
1004809,Beautiful apt in the heart of Oslo,1143651,Mikal Johannes Murstad,,St. Hanshaugen,59.92945484,10.74830087,Entire home/apt,964,1,18,30/07/2018,0.26,1,176
1010214,Private spacious room in Grunnerløkka!,2202709,Sangeeta,,Grünerløkka,59.91948508,10.76032367,Private room,626,3,66,09/10/2018,0.99,1,360
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.917292,10.74851401,Entire home/apt,1353,1,25,23/08/2018,0.47,2,328
1037629,Private room in cozy apartment,5712157,Lovise,,St. Hanshaugen,59.92795692,10.73566388,Private room,457,2,23,21/10/2018,0.34,1,61
1045746,"Large private terrace,family friendly",5500343,Janette,,Sagene,59.94205511,10.77465093,Entire home/apt,1404,2,38,15/08/2018,0.57,1,66
1081428,"Cool apartment in ""hipster"" area",5947620,Stian,,Sagene,59.93077807,10.75410426,Entire home/apt,871,3,22,25/08/2016,0.33,1,363
1081475,Beautiful apartment in the heart of Oslo,5947906,Martin,,Frogner,59.92953497,10.71904343,Entire home/apt,947,2,0,,,1,0
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.91338227,10.7254491,Entire home/apt,1345,3,45,15/08/2018,1.07,1,206
1094917,LUXURY SEAFRONT APARTMENT OSLO,6015562,Thor Emil,,Frogner,59.90885324,10.72067126,Entire home/apt,3003,6,0,,,1,0
1099257,Nice and cosy apartment in Oslo,5931765,Rikke,,Frogner,59.92023459,10.70058907,Entire home/apt,1599,1,4,08/06/2017,0.06,1,323
1116246,Spacious apartment in central Oslo,6078113,Marianne,,Gamle Oslo,59.91495413,10.7666888,Entire home/apt,947,2,0,,,1,0
1134022,House & large garden - Central station 14 minutes,6220833,Ole,,Nordre Aker,59.94050366,10.72968712,Entire home/apt,2402,3,4,27/07/2018,0.06,1,365
1137773,Cosy home with balcony close to Everything,6240806,Mari,,Sagene,59.93715781,10.76030944,Entire home/apt,668,7,28,05/09/2018,1.48,1,355
1149201,Great location. Sunlit. West End.,6282507,Woon,,St. Hanshaugen,59.93148423,10.72628712,Entire home/apt,1446,3,5,14/09/2015,0.08,2,362
1172254,"Central , safe and quiet , in Embassy area.",1535881,Therese,,Frogner,59.91952367,10.69497056,Private room,398,3,15,12/09/2018,0.23,6,90
1210911,Summer appartement Oslos best part,6611612,Jon,,Grünerløkka,59.92451276,10.76410902,Private room,804,1,141,11/11/2018,6.14,1,345
1212039,Fresh 2-room in central Oslo,5472084,Mathias,,Gamle Oslo,59.91399924,10.76719626,Entire home/apt,677,3,33,27/03/2017,0.5,1,0
1215127,Sunny loft apart. Grunerløkka,2324123,Daniel,,Grünerløkka,59.92589,10.75580385,Entire home/apt,1404,3,0,,,1,365
1215833,CENTRAL  downtown embassy area  at Frogner in Oslo,1535881,Therese,,Frogner,59.91376239,10.70875729,Private room,398,3,4,29/06/2014,0.06,6,115
1226982,Most exciting area in Oslo (modern/new building),5590487,Fredrik,,St. Hanshaugen,59.91741193,10.75346156,Entire home/apt,787,1,70,20/11/2018,5.22,1,62
1229105,"Paradise in Oslo, ideal for kids",4792671,Caroline & Christian,,Nordstrand,59.87669455,10.75971503,Entire home/apt,1996,3,8,12/08/2017,0.12,1,18
1231971,"Stylish & spacious, prime location!",6695846,Silje,,Gamle Oslo,59.90742588,10.77522707,Entire home/apt,1100,4,46,21/09/2018,0.7,1,364
1236006,"Etterstad, på toppen av Vålerenga",6738377,Liv,,Gamle Oslo,59.90939135,10.79542157,Entire home/apt,804,7,19,17/08/2017,0.35,1,0
1239077,Central penthouse (loft) apartment w sunny terrace,6751091,Rune,,Frogner,59.91520138,10.71580052,Entire home/apt,939,3,1,20/08/2018,0.32,1,358
1242994,Sentral 2-roms med sjarm og wifi,2060567,Caiila,,Gamle Oslo,59.91349918,10.76505198,Entire home/apt,1176,2,5,20/07/2018,0.12,1,0
1250723,"Oslo, Down Town, close to everythin",1616331,Anita,,St. Hanshaugen,59.91637462,10.75432855,Private room,423,1,366,14/11/2018,5.55,1,337
1254136,Modern Apartment Oslo West,6832502,Pål,,Vestre Aker,59.94272903,10.70730189,Entire home/apt,651,3,16,24/10/2015,0.25,1,0
1266245,Nice appt. Super location. Balcony.,3358580,Hanne Pernille,,Grünerløkka,59.92715139,10.77611341,Entire home/apt,702,1,10,16/07/2018,0.16,1,0
1269025,"Central, spacious & child friendly",6379978,Alexander,,St. Hanshaugen,59.93246178,10.73236675,Entire home/apt,846,3,28,01/09/2018,0.44,1,354
1273952,Quiet and very central room in  Embassy area,1535881,Therese,,Frogner,59.91721298,10.69558976,Private room,398,3,19,28/08/2018,0.3,6,203
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92356335,10.76206581,Entire home/apt,753,2,34,21/07/2018,0.54,1,227
1284048,One bedroom - quiet and central,6985699,Atle,,Gamle Oslo,59.91346243,10.78522429,Entire home/apt,998,2,0,,,1,255
1298743,Nice apartment with great location,7061919,Einar Espolin,,Frogner,59.92627438,10.7271037,Entire home/apt,770,3,67,01/01/2017,1.05,1,0
1304474,"Central, modern, spacious and quiet",6750279,John,,Sagene,59.92955407,10.75064823,Entire home/apt,947,3,25,14/09/2018,0.49,2,17
1306517,Charming apartment at Grûnerløkka,1877127,Tone,,Grünerløkka,59.9256226,10.75804194,Entire home/apt,981,2,39,06/09/2018,0.61,1,232
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.92084001,10.70539486,Private room,702,1,187,04/11/2018,2.92,2,330
1335564,Central- cheap&chic!,7241303,Alberto,,Frogner,59.91542044,10.71453787,Private room,423,1,240,11/11/2018,3.75,1,336
1342358,Central loft - trendy Grünerlokka,7280460,Nina,,Grünerløkka,59.92791453,10.76081598,Private room,457,2,178,14/09/2018,2.79,1,3
1372566,Loft apartment near Bogstad Lake,7440206,Karen,,Vestre Aker,59.95936985,10.64130447,Entire home/apt,524,3,3,07/08/2016,0.05,1,0
1372955,Charming apartment at Løkka,43067,Anne Guro,,Grünerløkka,59.9202913,10.76205859,Entire home/apt,651,3,5,02/06/2018,0.08,1,334
1385388,Central- charming apt. with balcony,7496889,Sofia,,Gamle Oslo,59.91450681,10.76508662,Entire home/apt,897,2,10,03/10/2016,0.22,1,343
1398950,Room at central Røa,7555662,Robert,,Vestre Aker,59.94752862,10.64746908,Private room,398,1,6,31/07/2018,1.08,2,0
1427483,Great apartment central in Oslo,3156670,Marius,,St. Hanshaugen,59.92090075,10.73738813,Entire home/apt,702,3,24,02/10/2018,0.52,1,269
1437865,Welcome to our quiet Oslo retreat.,4370667,Henrik,,Nordstrand,59.88148705,10.77759857,Entire home/apt,795,3,48,28/08/2018,0.85,1,186
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92996975,10.73431864,Entire home/apt,677,2,26,26/08/2018,0.4,1,317
1482144,Private room 20SqM/215SqFeet,7929577,Kjell Ruben,,St. Hanshaugen,59.92524034,10.74534441,Private room,584,2,0,,,1,0
1488671,Very central and newly renowated,7960854,Marte,,St. Hanshaugen,59.92232361,10.73835579,Entire home/apt,981,2,15,17/06/2017,0.26,1,0
1510844,Very Central & Amazing Views,7161238,Roger,,Gamle Oslo,59.91347197,10.76707209,Entire home/apt,1497,3,3,02/08/2018,0.72,1,0
1517362,Modern apartment over two floors with terrasse,8100916,Pia,,Sagene,59.93519167,10.76295944,Entire home/apt,1303,7,0,,,1,0
1525951,Majorstuen- new renovated apartment,8141989,Nicolas,,Frogner,59.92975583,10.71830182,Entire home/apt,431,1,117,31/10/2018,1.83,1,99
1532397,Brand New Flat with Private Bedroom,8154528,Finn-Henry,,Grünerløkka,59.92539326,10.78886364,Private room,338,2,55,28/09/2018,0.91,2,323
1534442,"Spring and blossom in Oslo, Norway?",8183131,Guro,,Gamle Oslo,59.91139435,10.78486308,Entire home/apt,2850,2,2,01/08/2014,0.03,1,364
1545653,"Central, balcony, 2 floors, close to train",8236930,Audun,,Frogner,59.91359913,10.72369769,Private room,347,1,41,31/08/2018,0.64,1,82
1551803,"Central, fresh & spaceous apartment",8264768,Tonje,,Ullern,59.92776135,10.68420602,Entire home/apt,897,2,45,28/07/2018,1.2,1,223
1563639,Room in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91881649,10.70151835,Private room,338,5,114,05/11/2018,1.92,3,46
1563805,3 rooms for rent in a lovely house!,8320006,Else,,Nordre Aker,59.95359529,10.79338917,Private room,338,1,27,12/11/2018,0.42,3,324
1563835,Flat in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91984363,10.70073214,Entire home/apt,524,30,11,04/07/2016,0.18,3,141
1563901,Shared room in Oslo,8320140,Hamid Reza,,Ullern,59.93551075,10.66711744,Shared room,398,1,0,,,1,233
1564771,Central modern exclusive apartment,8323874,Olaf Johan,,Sagene,59.92986501,10.7565826,Entire home/apt,1252,1,283,18/11/2018,4.83,1,78
1570019,Where spies and diplomates lived!,6961904,Christoffer,,Nordre Aker,59.95987379,10.79101853,Private room,499,1,64,17/06/2017,1.01,1,364
1570505,Modern and central apartment in Oslo,8350639,Hans,,Grünerløkka,59.92117121,10.76860467,Entire home/apt,727,5,14,23/09/2018,0.23,1,62
1574090,Glaced balcony-retreat,8366924,Solvor,,Stovner,59.96004348,10.93329516,Private room,389,1,50,03/06/2018,0.89,1,89
1576836,Cozy flat in Central Oslo! Welcome!,8381942,Christoffer,,Gamle Oslo,59.90175108,10.77361836,Private room,321,2,105,14/04/2018,1.91,3,0
1577654,Bright & beautiful in classy area,8385729,Liv,,Frogner,59.92098701,10.70499835,Entire home/apt,1201,2,97,23/09/2018,1.55,1,360
1577810,Private room in Oslo,6989525,Vincent,,St. Hanshaugen,59.9249813,10.74278917,Private room,448,1,0,,,1,0
1580805,Scandi family home / west Oslo,8408057,Annika,,Ullern,59.93052601,10.68207791,Entire home/apt,897,5,1,11/07/2017,0.06,1,273
1581430,Brand NEW appartment with 2 bedrooms,8154528,Finn-Henry,,Grünerløkka,59.92999909,10.78777961,Entire home/apt,1446,7,0,,,2,364
1581510,Private room with twinbed and private bathroom,8386425,Stig,,Gamle Oslo,59.91630996,10.76286883,Private room,499,2,113,10/11/2017,1.79,1,314
1593163,Best stay in Oslo for up to 4 pers.,8497697,Oda,,Sentrum,59.91001353,10.7460159,Entire home/apt,947,2,275,23/10/2018,4.5,1,0
1593292,Quiet apt the in heart of trendy Grunerløkka,8310767,Milda,,Grünerløkka,59.925963,10.76082101,Entire home/apt,804,2,0,,,2,0
1603920,Spacious apartment in great neighborhood,3721616,Mona,,Sagene,59.93911992,10.77459741,Entire home/apt,1286,7,3,12/06/2018,0.05,1,245
1613158,In the heart of Oslo ❤️,1492345,Rebecka,,Grünerløkka,59.91745066,10.75530001,Entire home/apt,550,4,13,14/10/2018,0.43,1,20
1615809,"Room in new apartment, Oslo Center",6472640,Sverre,,Grünerløkka,59.926297,10.75297273,Private room,668,1,146,09/05/2017,2.31,1,0
1620816,Peasefull,8622134,Elisabeth,,Ullern,59.93430926,10.68690152,Entire home/apt,795,3,16,27/10/2018,0.26,1,324
1621186,Quiet surroundings & free parking.,8623497,May B,,Vestre Aker,59.94808294,10.6622027,Entire home/apt,820,2,35,04/09/2018,0.88,1,179
1634777,Central and quiet embassyarea .,1535881,Therese,,Frogner,59.91939923,10.69490484,Private room,398,7,12,14/06/2018,0.19,6,333
1636807,Central Apartment in Oslo w/parking,8691925,Stine Magistad,,Grünerløkka,59.93077203,10.76760737,Entire home/apt,491,2,17,14/06/2016,0.27,1,0
1648688,Modern & charming 50 m2 apartment!,8746035,Emil,,Sagene,59.93440843,10.76832267,Entire home/apt,601,2,12,31/05/2018,0.19,1,0
1655474,Comfortable room in Oslo's West End,6282507,Woon,,St. Hanshaugen,59.93272603,10.72659657,Private room,601,3,2,22/08/2017,0.03,2,364
1694751,"Bright, spacious and central flat",8950043,Hege,,Gamle Oslo,59.91430012,10.76269316,Entire home/apt,1303,10,10,30/08/2014,0.16,1,0
1701229,Villa Mathildero to rent,8982596,Riikka,,Nordstrand,59.85107101,10.78700127,Entire home/apt,3502,2,1,09/04/2017,0.03,1,171
1703190,"Modern,central in the heart of Oslo",8991467,Åsmund,,Grünerløkka,59.92690373,10.75338703,Entire home/apt,863,1,1,04/06/2015,0.02,1,151
1713078,Large Room in the heart of Oslo!,5703901,John Richard And Hilde,,St. Hanshaugen,59.91867172,10.75070228,Private room,651,1,405,04/11/2018,6.54,2,67
1719849,Cozy downtown with fire place and balcony,8669404,Jo,,Gamle Oslo,59.91510542,10.76154546,Entire home/apt,998,6,24,05/07/2017,0.39,1,303
1731648,Lovely apartment at Tøyen,9122641,Anita & Pål,,Gamle Oslo,59.91144611,10.77540089,Entire home/apt,457,2,35,20/08/2016,0.57,1,14
1733735,"Charming, bright & central with balconies",8608376,Trine,,Frogner,59.92597173,10.72028944,Entire home/apt,1751,2,60,22/08/2018,0.98,2,364
