id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22943014,Praktfull hjørneleilighet på Grünerløkka i Oslo,24371781,Lise,,Grünerløkka,59.92041848,10.75671433,Entire home/apt,1303,4,0,,,1,0
22949619,Apartment with balcony at Storo,170002569,Josefine,,Sagene,59.94291111,10.77803222,Entire home/apt,448,1,13,21/10/2018,1.41,1,42
22954262,Room in beautiful classic apartment Oslo West,31269541,Eva,,Frogner,59.92746461,10.72460929,Private room,846,3,0,,,2,0
22962762,Charming place close to central Oslo,7906717,Susanne,,St. Hanshaugen,59.9245761,10.73551329,Private room,651,2,2,23/09/2018,0.64,1,175
22964432,Room for rent in modern apartment,126119531,Peder,,Ullern,59.92366342,10.68932379,Private room,321,1,15,13/09/2018,1.66,2,0
22966891,"Room 3 Smestad Holmenkollen 9 m2,  good single bed",167229215,Liv,,Vestre Aker,59.94757471,10.67771056,Private room,398,1,9,02/10/2018,1,5,167
22977148,"Lovely, modern and super sentral apartment!",23733570,Marithe,,St. Hanshaugen,59.92730581,10.7345053,Entire home/apt,1201,2,1,13/02/2018,0.11,1,113
22977774,Cozy apartment - close to the city center,17451802,Linda,,St. Hanshaugen,59.91764113,10.74818739,Entire home/apt,744,2,5,11/11/2018,0.64,1,0
22977890,"Modern, spacious apartment | 15 mins to downtown",94192383,Christopher,,Nordstrand,59.87025738,10.81109902,Entire home/apt,601,2,4,27/08/2018,0.51,1,63
22984496,Sofies Gate 1B Room Y,49029650,Helene,,St. Hanshaugen,59.92104679,10.73710183,Private room,347,15,1,04/03/2018,0.11,5,13
22997618,"Central, modern condo with sunset and ocean view",8354806,Anders,,Frogner,59.90793915,10.72226767,Entire home/apt,1100,2,20,15/10/2018,2.7,1,262
22999369,Sjarmerende leilighet i populær bygård på Torshov,12574368,Ina,,Sagene,59.93455929,10.76855252,Entire home/apt,778,90,4,01/10/2018,0.42,2,222
23001808,Charming Tøyen apartment - near the city center,4684388,Stine,,Gamle Oslo,59.91131695,10.77399957,Entire home/apt,626,2,11,29/10/2018,1.12,1,22
23002078,Relaxing and artsy apartment,152632161,Anne,,Gamle Oslo,59.90567705,10.79426442,Entire home/apt,406,7,2,27/05/2018,0.29,1,0
23002337,Koselig leilighet på Sandaker/Storo,128551057,Karine,,Sagene,59.94041169,10.774621,Entire home/apt,499,3,13,05/11/2018,1.51,1,9
23003040,Private bedroom in Oslo,170627952,Naeem,,Østensjø,59.90148493,10.82362086,Shared room,499,1,1,06/05/2018,0.15,1,0
23003822,Modern two bedroom apartment,16731301,Hogne Øye,,Sagene,59.93398116,10.75640914,Entire home/apt,1303,3,1,11/07/2018,0.23,1,0
23013117,Nyoppusset leilighet på St.Hanshaugen,11747201,Kine,,St. Hanshaugen,59.92356231,10.74335588,Entire home/apt,702,2,30,16/09/2018,3.1,1,120
23013469,Modern Flat in the Heart of Oslo,135404274,Julie,,Frogner,59.92366457,10.72217793,Entire home/apt,1497,2,3,31/08/2018,0.51,1,364
23014043,Sofies Gate 1B Room Ø,49029650,Helene,,St. Hanshaugen,59.92077251,10.73717219,Private room,321,15,0,,,5,13
23014979,Grünerløkka - Apartment with stunning view,100064823,Daniel,,Gamle Oslo,59.91820893,10.76469963,Entire home/apt,601,3,6,07/10/2018,0.75,1,0
23015207,"Large modern apt in central Oslo, near Grunerløkka",23805332,Luba,,Grünerløkka,59.924911,10.77102133,Entire home/apt,1303,6,0,,,1,0
23022390,Nisseloftet,170815362,Asbjørn,,Nordre Aker,59.94442998,10.72629931,Shared room,482,1,1,25/02/2018,0.11,1,0
23022604,Combine nature & urban life in beautiful apartment,76606752,Camilla,,Bjerke,59.95057806,10.83020106,Entire home/apt,448,2,11,28/10/2018,1.29,1,29
23027829,Central and modern appartment in Oslo,48461774,Pablo,,Grünerløkka,59.92039829,10.76214133,Entire home/apt,1066,2,10,28/10/2018,1.03,2,1
23031636,"Super leilighet, Oslo/ garasje",113700203,Raof,,Grorud,59.97112139,10.9028064,Entire home/apt,296,1,3,23/10/2018,0.46,1,89
23033422,"Huge, central room in dowtown Oslo",12635317,Sofie,,Grünerløkka,59.91988069,10.76827152,Private room,296,16,0,,,2,87
23034375,Cozy appartment near Grünerløkka,25390160,John Fredrik,,Grünerløkka,59.92764416,10.77314676,Entire home/apt,448,3,13,01/09/2018,1.63,1,5
23035088,Lys og pen leilighet sentralt i Oslo,121380819,Ellen C.,,Frogner,59.91170257,10.7087303,Private room,448,2,12,10/11/2018,4.56,1,168
23038618,Cozy apartment in the heart of Oslo city center,159505352,Stig,,Sentrum,59.91189155,10.74705138,Entire home/apt,592,3,32,31/07/2018,3.36,1,0
23040908,"Lovely modern apartment, close to city centre",152701025,Vegard,,Østensjø,59.89586786,10.81785786,Entire home/apt,804,2,5,03/09/2018,0.64,1,11
23051704,Einars leilighet,78311299,Einar,,Sagene,59.93210834,10.75828861,Entire home/apt,1100,2,13,26/08/2018,1.4,1,87
23052365,"Smart home with a view - Nydalen Allé, Solsiden",60587432,Marlene,,Nordre Aker,59.94813115,10.76669268,Entire home/apt,1303,2,12,02/09/2018,1.34,2,46
23055306,Nice apartment in quiet neighborhood,170928806,Helen,,Grorud,59.96362781,10.89847644,Private room,296,2,20,19/10/2018,2.17,1,0
23067680,"Cozy apartment, 10 minutes walk from city center",13759648,Vegard,,Gamle Oslo,59.90665768,10.78217064,Entire home/apt,491,4,2,20/03/2018,0.22,1,0
23068298,Sofies Gate 1B Room Z,49029650,Helene,,St. Hanshaugen,59.92065383,10.73593081,Private room,338,15,6,30/07/2018,0.69,5,13
23068373,Sofies Gate 1B Room Æ,49029650,Helene,,St. Hanshaugen,59.92090874,10.73722008,Private room,338,15,4,10/05/2018,0.48,5,13
23068618,"Central, lovely two-storey home by Aker Brygge!",67631165,Klaus,,Frogner,59.9110927,10.72209135,Entire home/apt,1252,2,11,09/08/2018,1.43,9,0
23069673,Central cozy apartment,18877442,Marlene,,St. Hanshaugen,59.93090526,10.73297273,Entire home/apt,897,3,8,29/07/2018,1.04,1,0
23072474,Brand new apartment in Økern with two balconies,17067566,Andreas,,Bjerke,59.93640605,10.80532832,Entire home/apt,897,7,1,12/08/2018,0.3,4,0
23076541,Quiet and cosy close to downtown Oslo!,44366184,Tomas,,Sagene,59.93881383,10.75608707,Entire home/apt,499,2,17,25/10/2018,1.81,1,0
23082372,Vakker leilighet 300m fra Bogstadveien,171391277,Hermann,,Frogner,59.92965803,10.72497525,Entire home/apt,601,1,1,12/02/2018,0.11,1,0
23105486,Central apartment in popular Grünerløkka,17923579,Rune,,Grünerløkka,59.92605053,10.76024522,Entire home/apt,897,2,4,04/11/2018,0.5,1,0
23106276,Moderne leilighet på Økern,91316802,Dan,,Bjerke,59.93403102,10.80634796,Entire home/apt,592,4,1,29/07/2018,0.26,1,0
23107012,Beautiful bright room in central Oslo,165620829,Anette,,Gamle Oslo,59.91694577,10.76334984,Private room,398,30,8,09/06/2018,1.35,1,0
23112153,Cosy modern apartment close to city center and BI,67759355,Victoria,,Nordre Aker,59.95094949,10.77218509,Entire home/apt,457,2,1,16/02/2018,0.11,1,289
23122446,Cozy top-floor flat,42861764,Marie,,Grünerløkka,59.93269756,10.78250551,Entire home/apt,381,2,9,02/11/2018,1.65,1,167
23122788,Unique wooden apartment in the heart of Oslo,6593545,Hasti,,Gamle Oslo,59.91174668,10.77051751,Entire home/apt,804,2,11,28/10/2018,1.17,1,12
23122997,"Cosy and quiet apartment, great public transit!",171821929,Kjetil,,Sagene,59.94158861,10.77461811,Entire home/apt,389,2,15,30/09/2018,1.59,1,31
23134320,"""Modern apartment in the heart of Oslo -90 m2""",79127324,Lata And Glenn,,Gamle Oslo,59.9137212,10.76212926,Entire home/apt,990,5,17,09/09/2018,1.88,1,20
23136827,Flott barnevennlig leilighet nær buss og t-bane,61029749,Malise,,Bjerke,59.94270578,10.84726307,Entire home/apt,998,2,1,09/04/2018,0.13,1,48
23137373,Sentralt rom i sjarmerende leilighet - hele Juli,2392180,Camilla,,Grünerløkka,59.92563789,10.77294118,Private room,347,30,0,,,3,76
23146586,"Luxurious, spacious apartment in the heart of Oslo",54382382,Glenn,,St. Hanshaugen,59.92747928,10.74611893,Entire home/apt,1201,2,13,30/09/2018,1.42,1,122
23147043,Liten koselig leilighet på Torshov,18077174,Therese Togstad,,Sagene,59.93664971,10.7682996,Entire home/apt,448,3,9,19/08/2018,0.94,1,358
23154219,Spacious room for two in central area of Sagene,18193943,Richard Noir Lorentz,,Sagene,59.93425706,10.75121552,Private room,296,1,50,05/11/2018,5.4,1,48
23157603,Amazing location - City Center/Grünerløkka,172136128,Premnaath Og Hilde,,Grünerløkka,59.91809212,10.7551321,Entire home/apt,787,1,30,04/11/2018,3.24,1,42
23162828,Sagene,172181435,Inga,,Sagene,59.9401827,10.76300447,Entire home/apt,804,1,0,,,1,323
23164174,Beautiful apartment in the heart of Oslo!,6822615,Frida,,Grünerløkka,59.92704191,10.75692704,Entire home/apt,1150,3,10,03/09/2018,1.15,1,0
23165647,Cosy and fresh apartment in an old candy factory.,70368430,Nana,,Gamle Oslo,59.91492545,10.76802522,Private room,474,1,28,06/09/2018,3.21,2,0
23166365,Oslo central appartment,172213379,Hamid,,Gamle Oslo,59.91282246,10.76103793,Entire home/apt,643,1,1,24/07/2018,0.25,1,0
23166460,Husbåd i Centrum,172213866,Tobias,,Frogner,59.91172533,10.70024176,Entire home/apt,491,3,0,,,1,0
23173129,Leilighet i sentrum,101952451,Martyna,,Frogner,59.92843442,10.71456722,Entire home/apt,702,1,0,,,1,0
23176876,Supersentral Leilighet nær Sentrum og Grünerløkka,20159259,Ivar,,St. Hanshaugen,59.92035384,10.74849609,Entire home/apt,1599,2,0,,,1,0
23181707,"Nice room in colourful apartment, Torshov, Oslo.",55754108,Gunn,,Sagene,59.93461876,10.76930869,Private room,499,3,12,31/10/2018,1.37,1,60
23181770,"Typical Grunerløkka apartment, close to everything",50137170,Andrea,,Grünerløkka,59.91927305,10.76395373,Entire home/apt,601,2,25,25/08/2018,2.79,1,0
23186306,Ny 3 roms leil med balkong på Majorstuen Oslo,172381681,Merete,,Frogner,59.93122024,10.7100974,Entire home/apt,795,1,22,14/11/2018,8.68,1,31
23194404,Central & modern apartment close to Bogstadveien,172462481,Julie,,Frogner,59.92253217,10.72145834,Entire home/apt,897,1,0,,,1,0
23198974,Lys og flott leilighet i Holtveien 23 B,172498700,Yvonne,,Nordstrand,59.87707872,10.7855933,Entire home/apt,499,2,9,01/04/2018,1.04,1,0
23200597,"Calm and cosy room, by Majorstuen",13159142,Elisabeth Christine,,St. Hanshaugen,59.93288741,10.72822692,Private room,507,2,0,,,2,44
23210790,Lys leilighet på øvre Grünerløkka med stor balkong,172619166,Niklas,,Grünerløkka,59.92852279,10.76748604,Entire home/apt,398,2,10,16/09/2018,1.15,1,23
23212138,"Small bedroom in rooftop apartment, ideal location",30497035,Mathias,,Frogner,59.92842057,10.72516671,Private room,347,1,17,16/11/2018,1.86,2,15
23215371,Nice apartment in the heart of Oslo,172658916,Julie,,Sagene,59.9300012,10.7532109,Entire home/apt,457,3,6,09/09/2018,0.78,1,2
23216524,Rooftop 2br apartment in the heart of Oslo,30497035,Mathias,,Frogner,59.92693769,10.72331555,Entire home/apt,804,2,4,16/06/2018,0.49,2,0
23219730,Svært sentralt!!,130940933,Jorid,,St. Hanshaugen,59.93361516,10.74406754,Entire home/apt,1802,3,0,,,1,0
23223534,2 bedroom in Oslo/Nordstrand,748588,Trond,,Nordstrand,59.87312322,10.78217295,Entire home/apt,347,180,0,,,1,363
23224997,Spacious vintage apartment in Grünerløkka,2041898,Claudia,,Grünerløkka,59.9253252,10.75622661,Entire home/apt,601,2,5,09/06/2018,0.64,1,0
23225384,Cosy two-bedroom flat at popular St.hanshaugen,29398943,Maren,,St. Hanshaugen,59.92538183,10.74722087,Entire home/apt,998,2,8,29/04/2018,0.94,1,0
23227716,Fin 3 roms leili i Holmekollens solside med utsikt,31170212,Julie,,Vestre Aker,59.9638538,10.65211331,Entire home/apt,601,5,8,30/06/2018,0.98,2,0
23227856,"In heart of Old Oslo, 5 min. from Central Station",61780342,Ole,,Gamle Oslo,59.90924927,10.76658542,Entire home/apt,846,4,16,07/09/2018,1.84,2,0
23228248,Cozy modern apartment with central location,172810907,Marte,,Grünerløkka,59.93256205,10.78112772,Entire home/apt,389,2,10,19/06/2018,1.26,1,0
23231170,Beautiful Townhouse located in the heart of Oslo,170605689,Tonje,,Sagene,59.93325334,10.76148034,Entire home/apt,1353,7,1,26/02/2018,0.11,1,0
23232657,Private room 5 mins from the city centre,29379796,Silje Christine,,Gamle Oslo,59.90401067,10.78771245,Private room,347,2,0,,,1,0
23233405,Cozy apartment in Oslo close to the nature,86990836,Sharon,,Bjerke,59.94942362,10.8621707,Entire home/apt,651,3,0,,,1,0
23235524,Enfilade,50633375,Harald,,Frogner,59.91601541,10.71045345,Entire home/apt,8001,3,0,,,1,263
23244348,"Large, modern villa. Perfect for families",172986387,Beate,,Nordstrand,59.89818302,10.77751239,Entire home/apt,2800,3,0,,,1,0
23245097,Nydelig familieleilighet på Korsvoll med hage,5796488,Marie,,Nordre Aker,59.96258323,10.76543513,Entire home/apt,1201,4,0,,,1,143
23250150,2  floors/3 bedrooms in heart of Torshov.,15125866,Kaja,,Sagene,59.93445561,10.76215274,Entire home/apt,2402,3,7,24/10/2018,1.23,1,358
23251443,Beste Sagene,172976875,Cecilia,,Sagene,59.93565161,10.75122367,Entire home/apt,575,8,0,,,1,0
23252219,Bright and cozy family home,35773123,Ingvild,,Gamle Oslo,59.90731988,10.78154486,Entire home/apt,499,3,8,12/09/2018,1,1,0
23253365,"A cosy, quiet house with the personal style.",12500819,Claudia,,Søndre Nordstrand,59.82658744,10.81420354,Entire home/apt,897,3,17,21/10/2018,2.49,1,281
23253604,Comfy stay in downtown Oslo,26722280,Elise,,Gamle Oslo,59.91359187,10.76696708,Private room,601,1,0,,,1,0
23261453,Urban and Cool apartment,20763565,Birgitte,,Gamle Oslo,59.91442483,10.76595893,Entire home/apt,947,3,6,24/09/2018,0.64,1,65
23269622,Central with nearby transportation,162433044,Vegar,,Grünerløkka,59.92383195,10.77236281,Private room,702,1,0,,,1,0
23291191,"Near nature! Romslig, barnevennlig, stor balkong!",58313860,Ingunn,,Alna,59.92901421,10.8718349,Entire home/apt,820,3,2,05/10/2018,0.29,1,52
23297251,Grünerroom,63916024,Stefan Lange,,Grünerløkka,59.92375501,10.7543003,Private room,304,1,0,,,1,0
23299931,"Bright, charming studio close to the city center",3505626,Sarah,,Grünerløkka,59.92462683,10.77377865,Entire home/apt,804,2,7,05/09/2018,0.77,1,3
23301343,CHARMING HOUSE WITH A SPECTACULAR VIEW,51428832,Nataly,,Nordstrand,59.90011136,10.77699916,Entire home/apt,1396,3,1,11/04/2018,0.13,1,0
23305727,A week or 2 in Oslo?,152881872,Roger,,Frogner,59.92901146,10.71987194,Entire home/apt,685,2,2,23/06/2018,0.38,2,0
23314142,"Spacious, modern apartment in the heart of Tøyen",428672,Karina,,Gamle Oslo,59.9118578,10.77327054,Entire home/apt,804,2,5,16/09/2018,1.05,1,0
23315672,Private rom. Big friendly house. private parking.,139786203,Rejane,,Ullern,59.92560397,10.64149261,Private room,398,1,6,04/11/2018,1.05,4,272
23323485,Surrounded by nature yet close to the city center,12471706,Simona,,Østensjø,59.89700528,10.84104704,Entire home/apt,524,20,10,01/04/2018,1.09,1,0
23335943,Penthouse. Modern. 3 bedroom. Balcony. Parking*,128485452,Jannick,,St. Hanshaugen,59.92999613,10.7356052,Entire home/apt,1252,2,16,18/11/2018,1.97,1,29
23347900,"Cozy, comfortable apartment close to Oslo downtown",47057085,Amanda,,Østensjø,59.89542528,10.84262022,Entire home/apt,398,3,2,26/07/2018,0.44,1,67
23348449,Family friendly appartment in the center of Oslo,50627157,Kjersti,,Frogner,59.91147451,10.7197344,Entire home/apt,1353,6,0,,,1,0
23349280,Comfortable Tøyen-apartment close to the metro,13949667,Nikolai,,Gamle Oslo,59.91467902,10.77108998,Entire home/apt,558,2,4,05/04/2018,0.47,1,0
23350105,Welcome!!!!! Central and cozy room in Løren.,102488461,Ana,,Grünerløkka,59.91932583,10.79080542,Private room,288,2,31,19/11/2018,3.63,1,141
23351781,Cosy apartment in the middle of Oslo,157766404,Erica,,Gamle Oslo,59.91810586,10.76102022,Entire home/apt,499,1,30,09/11/2018,3.42,1,3
23353675,NEWLY renovated cosy two-story apartment in Oslo,173966431,Elise Kristin,,Bjerke,59.94447321,10.85227921,Private room,499,2,32,23/10/2018,3.68,2,111
23367988,Your cozy home in Grünerløkka <3 of Oslo,9812689,Marius,,Grünerløkka,59.91969344,10.77339472,Entire home/apt,533,2,10,21/10/2018,1.2,1,106
23369057,"Central apt, located in best neighbourhood in Oslo",36404914,Bård,,Grünerløkka,59.91914382,10.76361431,Entire home/apt,1252,3,1,04/03/2018,0.11,1,0
23369189,Nice and fresh apartment in the heart of Oslo,9227435,Ida,,St. Hanshaugen,59.92081024,10.74818639,Entire home/apt,897,2,1,08/03/2018,0.12,1,0
23369464,Delicious apartment with 2 bedrooms,72906934,Hanne Oma,,Nordre Aker,59.95230021,10.79686685,Entire home/apt,499,1,3,07/05/2018,0.34,1,0
23373463,Spring/Summer in Oslo? Nice 1 bedroom Apt in Løren,28797557,Frank,,Bjerke,59.93338788,10.80008476,Entire home/apt,398,2,10,17/06/2018,1.29,1,0
23373813,"Scandinavian loft, a studio in centre of Oslo",152881872,Roger,,Frogner,59.92891366,10.72023911,Entire home/apt,347,1,34,29/07/2018,3.86,2,0
23378300,Privat rom og eget bad med felles kjøkken og stue,154225458,Elizabeth,,St. Hanshaugen,59.92474836,10.74671979,Private room,372,3,3,24/04/2018,0.36,2,0
23384022,Charming oasis in the ❤️ of Oslo,30570345,Lene,,Grünerløkka,59.92152765,10.76498835,Entire home/apt,846,2,4,26/08/2018,1.03,1,0
23385196,Very central and comfortable apartment w/ balcony,6426155,Emma,,Gamle Oslo,59.91172759,10.76299473,Entire home/apt,897,1,6,06/05/2018,0.66,1,0
23385510,Room 15 min from city center - quiet villa area,181905,Martin,,Vestre Aker,59.95553848,10.69689201,Private room,448,1,6,31/10/2018,0.71,2,234
23388256,Cosy and centrally located apartment,7277876,Kristin,,Grünerløkka,59.93154605,10.77626639,Entire home/apt,550,20,8,28/08/2018,0.97,1,89
23392557,Cozy apartment with city view,76859633,Runa,,Sagene,59.9412742,10.77891461,Private room,947,1,2,17/05/2018,0.26,1,48
23393903,Majorstua,62800099,Mariam,,Frogner,59.92481948,10.71748251,Shared room,584,2,15,10/06/2018,1.76,1,0
23404269,Tøyen- Central trendy apartment!,174516173,Anette,,Gamle Oslo,59.91297757,10.7734281,Private room,347,2,3,18/11/2018,3,1,176
23408810,Cozy Grünerløkka in the center of Oslo,157568754,Agnar,,Grünerløkka,59.92385626,10.7593671,Private room,398,1,50,16/09/2018,5.7,1,17
23410663,Cool apartment with sunny balcony,1186610,Kitty,,Gamle Oslo,59.90790913,10.80022916,Entire home/apt,846,5,1,19/03/2018,0.12,1,0
23416211,Central Cosy Room Near Riverside,19524607,Nima,,St. Hanshaugen,59.9194547,10.75019876,Private room,389,1,7,18/04/2018,0.8,3,0
23424157,Charming 1920's garden city house: central & quiet,4132734,Birgit Marie,,Ullern,59.92783245,10.67949952,Entire home/apt,947,3,5,02/08/2018,0.89,2,44
23427302,Central Cosy Apartment Near Riverside,19524607,Nima,,St. Hanshaugen,59.91894641,10.75064773,Entire home/apt,694,1,29,31/05/2018,3.33,3,0
23427668,Modern apartment in the center of Oslo,84934801,Lars Martin,,Frogner,59.92377078,10.71403972,Entire home/apt,601,1,4,13/04/2018,0.44,1,20
23427907,Vika / Aker Brygge furnished apartment,4276010,Pål,,Frogner,59.91184147,10.72040803,Entire home/apt,660,1,0,,,1,0
23429046,Fantastic view in central Oslo!,17545947,Audun,,St. Hanshaugen,59.92506209,10.74503158,Entire home/apt,804,4,3,02/10/2018,0.39,1,6
23432986,"Studio apt,  6 min from Oslo. S",174777414,Pål,,Gamle Oslo,59.90377412,10.78817665,Entire home/apt,507,1,14,10/11/2018,1.77,1,80
23444082,Urban 2-bdr in trendy Grünerløkka,48749051,Frogner House,,Grünerløkka,59.9239168,10.75556131,Entire home/apt,1294,2,27,04/11/2018,3.48,11,258
23458975,Cosy and fresh apartment in an old candy factory 2,70368430,Nana,,Gamle Oslo,59.91458271,10.76812917,Entire home/apt,601,1,8,24/08/2018,1.06,2,0
23459128,"New, high std 2-story apt 15m from centre of Oslo",173966431,Elise Kristin,,Bjerke,59.9434094,10.85272084,Entire home/apt,601,2,1,30/03/2018,0.13,2,0
23462270,A super cosy apartment in the middle of Oslo,11778606,Pernille,,Sagene,59.93507616,10.76470012,Entire home/apt,601,4,4,18/09/2018,0.56,1,134
23463488,Apartment at central located Bislett.,160527955,Carl Petter,,St. Hanshaugen,59.92974766,10.73420707,Entire home/apt,601,3,1,29/03/2018,0.13,1,0
23472123,"Extremely central, yet quiet and cozy apartment",22694086,Krzysztof,,Frogner,59.93162929,10.71196761,Entire home/apt,998,2,0,,,1,149
23474333,Beautiful Townhouse with garden,22393466,Steinar,,Ullern,59.92953977,10.68090936,Entire home/apt,702,2,1,05/07/2018,0.22,1,135
23475150,Close to everything: large Tøyen apartment 100 sqm,7069876,Bjarte,,Gamle Oslo,59.91247472,10.7739988,Entire home/apt,998,5,19,06/10/2018,2.44,1,9
23476157,A child friendly apartment at Oslo West.,75219674,Tetyana,,Frogner,59.91494522,10.70150917,Entire home/apt,804,1,8,08/05/2018,1.03,1,0
23477715,Cosy 3-bedroom flat near by the Royal Palace.,8653174,Live,,Frogner,59.9174252,10.71819084,Entire home/apt,1040,2,10,27/08/2018,1.29,1,80
23481785,Attraktiv super sentral leilighet,175142366,Dunia,,Sentrum,59.91123248,10.74655328,Entire home/apt,736,2,38,30/10/2018,4.58,1,0
23482042,MEGET PEN 2-ROMS I TRIVELIGE GAMLEBYEN,20329957,Anne,,Gamle Oslo,59.90399505,10.77563453,Entire home/apt,998,3,0,,,2,0
23482849,Cool Scandy Oslo flat,15822306,Oda,,Grünerløkka,59.91827487,10.78284093,Entire home/apt,753,3,6,18/11/2018,0.75,1,0
23483500,Super central 60m2 flat w/ two balconies in Oslo,29517619,Tove,,St. Hanshaugen,59.91791294,10.75276486,Entire home/apt,1404,2,2,09/08/2018,0.45,1,1
23485712,Moderne 2-roms leilighet sentralt i Oslo,58520394,Amit,,Sagene,59.93115569,10.76928798,Entire home/apt,550,90,1,30/09/2018,0.58,1,333
23492151,Modern Studio Apt. St.Hanshaugen,73324984,Nora,,St. Hanshaugen,59.9232169,10.74170441,Entire home/apt,448,6,9,13/08/2018,1.1,1,0
23492156,Design apartment with balcony in Oslo -Toyen,5859681,Sofie,,Gamle Oslo,59.91389972,10.7742942,Entire home/apt,846,2,0,,,1,12
23494096,Sonderland Apartments - Mandalls gate 12-1 (Sleeps 9 - 3 BR),128801744,Andrea,,Gamle Oslo,59.91037522,10.76403211,Entire home/apt,1996,1,15,21/10/2018,2.17,30,327
23496902,"Central, Cozy and Unique apartment",94944343,Marius,,Gamle Oslo,59.91403511,10.76908945,Entire home/apt,1497,2,13,22/09/2018,1.52,1,0
23497431,Apartment - Smalgangen 11,126220030,Predrag,,Gamle Oslo,59.91288793,10.75830913,Entire home/apt,2098,1,5,18/11/2018,0.57,4,327
23498171,"Charming, central apartment with fireplace",58845310,Kristiane,,Grünerløkka,59.92945033,10.7752187,Entire home/apt,423,2,35,16/11/2018,4.25,1,5
23502428,Room with private bathroom at Grunerløkka,14760093,Mindor,,Grünerløkka,59.92141758,10.76531176,Private room,448,1,20,09/06/2018,2.38,1,0
23502857,Roomy appartment close to the heart of Oslo!,167790306,Kristian,,Gamle Oslo,59.9119784,10.79075836,Entire home/apt,702,3,3,17/06/2018,0.54,1,0
23508350,Cozy and central mini shared apartment,30736270,Joana,,Frogner,59.91565077,10.71976769,Shared room,220,1,6,15/06/2018,0.76,2,1
23509664,Classical apartment w/ fireplace near City centre.,175131211,Tina,,St. Hanshaugen,59.93003429,10.73491037,Entire home/apt,753,1,2,31/03/2018,0.24,1,0
23510304,Modern apartment in the heart of Oslo!,86445880,Ingvill,,St. Hanshaugen,59.91820876,10.74252855,Entire home/apt,897,7,4,30/09/2018,0.66,1,10
23511384,Spacious apartment-22 min to city centr with train,15253160,Naila,,Alna,59.93664044,10.91536486,Entire home/apt,398,5,5,10/09/2018,0.64,1,8
23514252,"Nær t-bane, 13 min sentrum",175627574,Anders,,Ullern,59.92550857,10.6409317,Private room,203,1,14,26/04/2018,1.63,1,0
23514883,Really seltral apartment in Oslo,69893843,Ulrik,,St. Hanshaugen,59.9207882,10.74360198,Entire home/apt,1996,4,6,31/08/2018,1.05,3,165
23515997,Nice apartment in central Grunerløkka,25834366,Edle Marie,,Grünerløkka,59.91956776,10.76105112,Entire home/apt,541,3,19,17/07/2018,2.19,1,0
23520571,Koselig  Apartment in Grünerløkka,17544591,(Email hidden by Airbnb),,Grünerløkka,59.92668509,10.75958597,Entire home/apt,1404,4,9,15/09/2018,1.32,1,173
23521741,Modern apartment close to what Oslo has to offer,175696538,Cornelia & Christer,,Sagene,59.94441823,10.7790428,Entire home/apt,998,6,1,23/08/2018,0.33,1,48
23521751,Room in modern apt city center close to central st,46285435,Thomas,,Gamle Oslo,59.91267048,10.76325529,Private room,237,1,48,15/11/2018,5.58,1,20
23521933,One bedroom in charming Frogner,146104925,Marie,,Frogner,59.91775155,10.7112087,Entire home/apt,550,2,12,12/09/2018,1.46,1,0
23523173,Sentral og fresh leilighet i Oslo,3175982,Marianne,,St. Hanshaugen,59.9257042,10.75011546,Entire home/apt,804,3,3,18/11/2018,3,1,91
23530607,Oslos peneste funkishus mellom sjøen og marka,97726152,Thomas,,Vestre Aker,59.96027219,10.6925492,Entire home/apt,990,4,1,21/07/2018,0.24,1,0
23531213,Bedroom in modern apartment in Oslo,90267604,Ervin,,Grünerløkka,59.92169341,10.7915259,Private room,465,2,3,06/05/2018,0.35,1,178
23531954,Penthouse Apartment Downtown Oslo,175799239,Vegard,,St. Hanshaugen,59.92225014,10.73568167,Entire home/apt,804,4,26,27/09/2018,2.97,1,20
23532764,Cozy apartment 14 minutes from central Oslo,175804905,Martin,,Alna,59.91505455,10.83514915,Entire home/apt,499,2,13,08/11/2018,1.88,1,0
23533784,Sonderland Apartments - Platous gate 31 (Sleeps 6 - 1 BR),128801744,Andrea,,Gamle Oslo,59.91138546,10.76462197,Entire home/apt,1539,1,3,30/09/2018,0.48,30,338
23534253,Sonderland Apartments - Rubina Ranas gate 1 (Sleeps 4 - 1 BR),128801744,Andrea,,Gamle Oslo,59.9127192,10.76261436,Entire home/apt,1201,1,2,16/09/2018,0.31,30,319
23534305,Cosy artist apartment Sofienberg Oslo,42462544,Thale,,Grünerløkka,59.91990585,10.76626399,Entire home/apt,1201,7,0,,,1,0
23553322,Lovely room in big apartment,106598386,Ida,,Frogner,59.92204835,10.70411962,Private room,262,1,45,19/11/2018,5.36,1,13
23560091,Plain and Simple,176046308,Léon,,Grünerløkka,59.92345517,10.76798223,Private room,296,2,4,21/04/2018,0.46,1,37
23573283,CITY CENTER Beautiful classic apartment from 1896,6696487,Morten,,Frogner,59.92785235,10.72228784,Entire home/apt,804,3,1,01/08/2018,0.27,1,32
23574952,Nice room 20 minutes from downtown.,71107923,Simonette,,Alna,59.9442592,10.89362735,Private room,296,1,24,31/10/2018,2.88,2,32
23576388,Amazing loft apartment with skylight and fireplace,27201551,Maren,,Gamle Oslo,59.90977322,10.76855076,Private room,491,2,3,20/03/2018,0.35,2,0
