id,host_id,host_name,room_type,price,minimum_nights
2098,17331169,Johannes,Entire home/apt,990,20
2099,17331696,Tine,Entire home/apt,1049,4
2100,17338301,Dorte,Entire home/apt,998,5
2101,17344004,Marianne,Entire home/apt,601,5
2102,17354708,Amar,Entire home/apt,964,2
2103,17376421,Iselin,Entire home/apt,702,2
2104,17409544,Trine,Entire home/apt,1802,4
2105,17410902,Lotte,Entire home/apt,1201,2
2106,17413881,Vaida,Private room,499,2
2107,17424428,Roger,Entire home/apt,1049,3
2108,17435237,Carina,Entire home/apt,753,3
2109,17437913,Camilla,Entire home/apt,998,1
2110,17438939,Aksel Inge,Entire home/apt,804,2
2111,17441156,Kristin,Entire home/apt,592,4
2112,17441156,Kristin,Entire home/apt,398,5
2113,17451802,Linda,Entire home/apt,744,2
2114,17463022,Miriam,Entire home/apt,804,20
2115,17469422,Wendy And Peter,Private room,296,1
2116,17470780,Ina,Entire home/apt,1252,4
2117,17516414,Lina,Entire home/apt,897,2
2118,17517780,Morten,Entire home/apt,702,3
2119,17521992,Kjetil,Entire home/apt,634,4
2120,17541539,ýýyvind,Private room,499,3
2121,17544591,(Email hidden by Airbnb),Entire home/apt,1404,4
2122,17545947,Audun,Entire home/apt,804,4
2123,17547821,Erlend And Hilde,Entire home/apt,533,1
2124,17547821,Erlend And Hilde,Entire home/apt,1252,2
2125,17547821,Erlend And Hilde,Entire home/apt,677,1
2126,17555938,Havard,Entire home/apt,592,2
2127,17562888,Andreas,Private room,601,1
2128,17582301,Julie,Entire home/apt,4500,1
2129,17582301,Julie,Entire home/apt,3003,30
2130,17595120,Tanja,Entire home/apt,1201,5
2131,17598743,Peder,Entire home/apt,820,14
2132,17598743,Peder,Entire home/apt,897,14
2133,17603574,Tone,Entire home/apt,694,1
2134,17604760,Christine,Entire home/apt,1294,7
2135,17612101,Mari,Entire home/apt,922,4
2136,17624628,Andrea,Entire home/apt,1303,3
2137,17632181,Elisabeth,Entire home/apt,482,3
2138,17653323,Jan,Entire home/apt,1150,2
2139,17662378,Ingrid,Entire home/apt,753,4
2140,17670528,Kristian Rosander,Entire home/apt,1446,1
2141,17698351,Bergdis & Jonas,Entire home/apt,981,2
2142,17699837,Gezim,Entire home/apt,761,2
2143,17708260,Kjersti,Entire home/apt,1100,1
2144,17713527,Catherine,Entire home/apt,1226,3
2145,17737211,Linn,Entire home/apt,601,10
2146,17764093,Celine,Entire home/apt,491,1
2147,17766950,Rafael,Private room,601,2
2148,17774827,Elina,Entire home/apt,998,3
2149,17779180,Therese,Entire home/apt,804,2
2150,17789949,Line,Entire home/apt,829,2
2151,17808114,Erika,Entire home/apt,584,4
2152,17817215,Ann,Entire home/apt,820,2
2153,17823782,Roy,Private room,347,1
2154,17831392,Jasmine,Entire home/apt,846,4
2155,17838453,Aseem,Entire home/apt,592,1
2156,17853664,Fredrik,Entire home/apt,897,2
2157,17854176,Maria,Entire home/apt,651,6
2158,17854227,Esten,Entire home/apt,2867,4
2159,17854880,Tora,Entire home/apt,651,4
2160,17856522,Marie-Alix,Entire home/apt,1100,3
2161,17858094,Sindre,Entire home/apt,702,3
2162,17864253,Lars,Entire home/apt,727,2
2163,17869495,Richard,Entire home/apt,1303,6
2164,17869691,Bente Elisabeth,Private room,398,2
2165,17879473,Amir,Entire home/apt,846,2
2166,17888635,Carina,Entire home/apt,998,7
2167,17904818,Jon,Entire home/apt,1049,10
2168,17923579,Rune,Entire home/apt,897,2
2169,17932657,Maren,Entire home/apt,998,2
2170,17935435,Tanya Nanette,Entire home/apt,3578,7
2171,17940899,Ernesto,Shared room,245,2
2172,17952722,Ole Daniel,Entire home/apt,998,1
2173,17954946,Per Roar,Entire home/apt,804,2
2174,17956620,Nicklas,Entire home/apt,846,5
2175,17957272,Chris,Entire home/apt,795,1
2176,17957803,Johan,Private room,770,1
2177,17962646,Natalja,Entire home/apt,550,4
2178,17967510,Tatsiana,Entire home/apt,1049,2
2179,17971516,Anne,Entire home/apt,389,3
2180,17978355,Geir Atle,Entire home/apt,1218,2
2181,17992245,Kathinka,Entire home/apt,550,3
2182,17994175,Andreas,Entire home/apt,905,3
2183,17997302,Mari,Private room,482,4
2184,18033199,Sten,Private room,347,20
2185,18035310,John Ingvar,Entire home/apt,710,30
2186,18044289,Camilla,Entire home/apt,296,2
2187,18054706,Pernille,Entire home/apt,558,4
2188,18055399,Ingrid,Entire home/apt,499,2
2189,18055615,Ann-Christin,Entire home/apt,947,2
2190,18060134,Vilde,Entire home/apt,1802,2
2191,18070733,Martin,Entire home/apt,651,2
2192,18072214,Annika,Entire home/apt,1023,3
2193,18077174,Therese Togstad,Entire home/apt,448,3
2194,18096423,Lena,Entire home/apt,897,2
2195,18111219,Nghi,Entire home/apt,347,2
2196,18113174,Trygve,Entire home/apt,431,5
2197,18114172,Per-Eivind,Entire home/apt,1387,3
2198,18119701,Eunjung,Entire home/apt,677,1
2199,18139750,Henrik Melgaard,Entire home/apt,998,1
2200,18152514,Christoffer,Entire home/apt,998,1
2201,18155896,Dalia,Shared room,558,6
2202,18157110,Lasse,Private room,338,2
2203,18175816,Petrus,Entire home/apt,829,3
2204,18184736,Margrete,Entire home/apt,1277,2
2205,18187026,Hilde,Entire home/apt,1201,3
2206,18191221,Martha,Entire home/apt,846,2
2207,18192636,Lill ï¿½ï¿½,Entire home/apt,964,1
2208,18193943,Richard Noir Lorentz,Private room,296,1
2209,18203051,Mina,Private room,296,1
2210,18211358,Jannicke,Entire home/apt,998,2
2211,18212665,Endre,Entire home/apt,820,3
2212,18244631,Trygve,Private room,998,1
2213,18245458,Bjï¿½ï,Entire home/apt,897,5
2214,18246577,Christina,Entire home/apt,702,3
2215,18250143,Jï¿½ï¿½,Private room,347,2
2216,18254251,Kristine,Private room,423,1
2217,18254251,Kristine,Private room,398,1
2218,18258227,Vidar,Entire home/apt,897,1
2219,18280624,Marte Sofie,Entire home/apt,491,7
2220,18301945,Julia,Private room,211,1
2221,18316089,Julia And Santo,Private room,347,2
2222,18333505,Herman,Entire home/apt,499,6
2223,18335669,Katrine,Private room,550,4
2224,18374622,Megan,Entire home/apt,8001,3
2225,18385533,Lars,Entire home/apt,609,4
2226,18423433,Tom,Entire home/apt,1260,5
2227,18448855,Charlotte,Entire home/apt,1201,2
2228,18473720,Cecilie Ellila,Entire home/apt,2504,2
2229,18501370,Frida,Entire home/apt,837,3
2230,18501370,Frida,Entire home/apt,795,3
2231,18524665,Andreas,Private room,347,3
2232,18539389,Kristian,Entire home/apt,1903,6
2233,18567665,Kristin,Entire home/apt,998,2
2234,18573311,Arve,Entire home/apt,677,2
2235,18627098,Tamia,Entire home/apt,1201,3
2236,18627687,Frida,Private room,998,1
2237,18628234,Trude,Entire home/apt,651,4
2238,18632797,Helene & Kristian,Private room,601,2
2239,18638586,Anne,Private room,820,1
2240,18707935,Ola,Entire home/apt,804,3
2241,18713793,Eric,Entire home/apt,643,2
2242,18714107,Synne,Entire home/apt,753,3
2243,18717231,Jennie,Entire home/apt,947,2
2244,18745965,Eirik,Entire home/apt,753,3
2245,18754807,Glenn,Entire home/apt,1404,1
2246,18798888,Sun-Ki,Entire home/apt,804,1
2247,18871762,Salomon,Entire home/apt,1066,1
2248,18874672,Nick,Entire home/apt,474,2
2249,18877442,Marlene,Entire home/apt,897,3
2250,18904621,Wera,Private room,389,2
2251,18910401,Tonje,Entire home/apt,998,2
2252,18938234,Nejra,Private room,744,3
2253,18981424,Catherine,Entire home/apt,321,3
2254,18995728,Karl Erik & Anette,Private room,474,2
2255,18996039,Pia,Entire home/apt,601,2
2256,18997729,Andres,Entire home/apt,550,2
2257,19013392,Elin,Entire home/apt,998,2
2258,19022251,Cathinka,Entire home/apt,550,3
2259,19024132,Christian Winsnes,Entire home/apt,1497,8
2260,19037028,Andrea,Entire home/apt,846,5
2261,19065043,Martine,Entire home/apt,990,2
2262,19087088,Faltin,Entire home/apt,846,4
2263,19089217,Tina,Entire home/apt,846,2
2264,19089217,Tina,Private room,321,1
2265,19091916,Jan-Tore,Entire home/apt,897,2
2266,19092721,Joanna,Entire home/apt,702,3
2267,19099684,Underdal,Entire home/apt,677,1
2268,19104244,Susanne,Entire home/apt,1100,5
2269,19104607,Camilla,Entire home/apt,795,1
2270,19123228,Karan,Entire home/apt,347,2
2271,19176718,Simen,Entire home/apt,1303,3
2272,19186861,Marte,Entire home/apt,998,2
2273,19190137,Daniel,Entire home/apt,846,2
2274,19192728,Hannah Thorsell,Entire home/apt,778,3
2275,19229871,Andreas,Entire home/apt,550,1
2276,19229871,Andreas,Entire home/apt,804,5
2277,19267317,Jason,Entire home/apt,795,2
2278,19267317,Jason,Shared room,254,3
2279,19271169,Gry,Private room,651,1
2280,19272258,Jeanette,Entire home/apt,998,10
2281,19283256,Hedda,Entire home/apt,651,2
2282,19299535,Alise,Entire home/apt,1303,2
2283,19303928,Astrid,Entire home/apt,897,1
2284,19305854,Kristoffer,Entire home/apt,1100,10
2285,19307755,Rolf,Private room,296,3
2286,19344907,Thor,Private room,804,2
2287,19367623,Trine,Entire home/apt,550,2
2288,19376134,Tom,Entire home/apt,998,2
2289,19385433,Merete,Entire home/apt,990,5
2290,19389350,Martine,Entire home/apt,372,2
2291,19401270,Ida & Adrian,Entire home/apt,1497,2
2292,19409393,Gunnï¿½ï¿½ï¿,Entire home/apt,804,7
2293,19446227,Hallvard,Entire home/apt,550,4
2294,19447895,Rune Og Kristin,Private room,964,2
2295,19466557,Astrid,Entire home/apt,1303,4
2296,19468739,Eivin,Entire home/apt,1497,7
2297,19472406,Ole,Entire home/apt,584,2
2298,19488884,Stine,Entire home/apt,592,2
2299,19493742,Andreas,Entire home/apt,846,5
2300,19500939,Lisa,Entire home/apt,846,2
2301,19502274,Tine,Entire home/apt,804,3
2302,19524607,Nima,Private room,389,1
2303,19524607,Nima,Private room,389,1
2304,19524607,Nima,Entire home/apt,694,1
2305,19527562,Lars Thomas,Entire home/apt,1497,2
2306,19527562,Lars Thomas,Entire home/apt,998,1
2307,19535026,Eivind,Entire home/apt,1100,2
2308,19555494,Katrine,Entire home/apt,888,3
2309,19568261,Christina,Entire home/apt,702,5
2310,19607420,Magnus,Entire home/apt,694,3
2311,19613001,Gunnar,Entire home/apt,601,1
2312,19622898,Jessica,Private room,372,2
2313,19630468,Tomas,Entire home/apt,804,14
2314,19670707,Marius,Private room,601,1
2315,19670707,Marius,Entire home/apt,2199,5
2316,19670707,Marius,Entire home/apt,998,1
2317,19721422,Lars,Private room,482,1
2318,19721601,Vivien,Entire home/apt,601,2
2319,19722824,Anders,Entire home/apt,820,2
2320,19740913,Frida,Entire home/apt,863,4
2321,19776515,Andrew,Entire home/apt,753,1
2322,19844456,Morten Sebastien,Entire home/apt,804,3
2323,19844456,Morten Sebastien,Private room,601,1
2324,19848583,Iris,Entire home/apt,651,7
2325,19849770,Morten,Entire home/apt,702,10
2326,19857429,Annie,Entire home/apt,499,4
2327,19879281,Aud,Entire home/apt,398,3
2328,19886053,Bent,Entire home/apt,2504,3
2329,19893071,ýýistein,Private room,321,2
2330,19900037,Murtada 'bengi',Private room,1497,30
2331,19915514,Bï¿½ï¿½ï¿,Entire home/apt,1100,2
2332,19915514,Bï¿½ï¿½ï¿,Entire home/apt,550,1
2333,19916971,Pia,Private room,499,1
2334,19923078,Stian,Entire home/apt,499,2
2335,19926988,Ulrikke Sofie,Entire home/apt,398,2
2336,19948487,Hï¿½ï¿,Entire home/apt,634,1
2337,19961528,Jorunn,Entire home/apt,913,2
2338,19974779,Sigurd,Entire home/apt,499,2
2339,19978669,Linn,Entire home/apt,846,1
2340,19999686,Kristiane,Entire home/apt,601,2
2341,20006266,David,Entire home/apt,1954,4
2342,20013753,Frass,Entire home/apt,804,2
2343,20013753,Frass,Entire home/apt,203,1
2344,20015142,Trude,Entire home/apt,804,2
2345,20036676,Niclas,Private room,499,2
2346,20054450,Andrea,Entire home/apt,1497,2
2347,20055925,Jï¿½ï¿½,Entire home/apt,3003,2
2348,20056266,Ann-Cathrin Eriksen,Private room,296,1
2349,20059221,Carlos,Entire home/apt,897,5
2350,20060293,Vilde,Entire home/apt,482,1
2351,20062304,Aurora,Private room,296,1
2352,20063755,Elena,Shared room,431,3
2353,20064723,Camilla,Entire home/apt,702,3
2354,20097453,Rune,Entire home/apt,1387,2
2355,20098695,Hans,Entire home/apt,1996,2
2356,20102759,Maria,Entire home/apt,601,3
2357,20144001,Hï¿½ï¿,Entire home/apt,694,3
2358,20145659,ýýivind,Entire home/apt,2504,5
2359,20158852,Bryndis,Entire home/apt,702,7
2360,20158852,Bryndis,Entire home/apt,1404,5
2361,20159259,Ivar,Entire home/apt,1599,2
2362,20165081,Christine,Entire home/apt,998,3
2363,20174310,Jesper,Entire home/apt,1252,1
2364,20184703,Eirin,Entire home/apt,668,5
2365,20203924,Tone,Entire home/apt,448,6
2366,20207561,Rita & Stein,Entire home/apt,1954,4
2367,20207928,Maryam,Private room,398,1
2368,20224212,Stine,Entire home/apt,897,1
2369,20228312,Stine,Entire home/apt,1201,1
2370,20234598,Camilla,Entire home/apt,499,1
2371,20245101,Hï¿½ï¿½,Entire home/apt,897,3
2372,20261230,Hilde,Entire home/apt,1226,2
2373,20271151,Kerstin,Entire home/apt,702,2
2374,20328107,Herman,Entire home/apt,601,2
2375,20329957,Anne,Entire home/apt,1996,2
2376,20329957,Anne,Entire home/apt,998,3
2377,20350754,Eva,Private room,406,4
2378,20350754,Eva,Entire home/apt,516,4
2379,20354177,Remi,Entire home/apt,998,7
2380,20360429,Stig,Entire home/apt,398,1
2381,20362022,Jean,Entire home/apt,846,2
2382,20384199,Ihna,Private room,347,4
2383,20384199,Ihna,Private room,347,7
2384,20384199,Ihna,Private room,347,3
2385,20405122,Peter,Entire home/apt,846,2
2386,20427226,Hï¿½ï¿½,Entire home/apt,651,14
2387,20436838,Anne,Private room,347,2
2388,20437055,Maurizio,Entire home/apt,998,1
2389,20437055,Maurizio,Private room,998,3
2390,20437055,Maurizio,Entire home/apt,1404,1
2391,20437055,Maurizio,Entire home/apt,1996,1
2392,20437055,Maurizio,Entire home/apt,1006,1
2393,20437055,Maurizio,Entire home/apt,1497,1
2394,20437055,Maurizio,Entire home/apt,1303,1
2395,20437055,Maurizio,Entire home/apt,1497,1
2396,20437055,Maurizio,Entire home/apt,2199,1
2397,20437055,Maurizio,Entire home/apt,1303,1
2398,20437055,Maurizio,Entire home/apt,1996,1
2399,20437055,Maurizio,Entire home/apt,998,1
2400,20444674,Hilde,Entire home/apt,3502,3
2401,20446408,Fredrik,Entire home/apt,753,1
2402,20463540,Jessica,Entire home/apt,1666,1
2403,20465205,Else,Entire home/apt,787,2
2404,20480292,William,Entire home/apt,1303,2
2405,20482268,Amer,Entire home/apt,4001,3
2406,20482268,Amer,Entire home/apt,1497,1
2407,20482268,Amer,Entire home/apt,1996,18
2408,20482268,Amer,Entire home/apt,2554,3
2409,20482268,Amer,Entire home/apt,1996,1
2410,20482268,Amer,Entire home/apt,1996,1
2411,20482268,Amer,Entire home/apt,1996,3
2412,20482268,Amer,Entire home/apt,1996,3
2413,20482268,Amer,Entire home/apt,2301,3
2414,20482268,Amer,Entire home/apt,1996,60
2415,20482268,Amer,Entire home/apt,2800,2
2416,20482268,Amer,Entire home/apt,4001,1
2417,20482268,Amer,Entire home/apt,1159,1
2418,20483408,Miriam,Entire home/apt,761,2
2419,20499044,Anita,Entire home/apt,998,2
2420,20502497,Alexander,Entire home/apt,795,2
2421,20505941,Eivind Hammersmark,Private room,499,1
2422,20518816,Christine,Entire home/apt,601,3
2423,20521996,Tonje Fossum,Entire home/apt,1497,2
2424,20552994,Christian,Entire home/apt,710,6
2425,20552994,Christian,Shared room,516,1
2426,20566631,Rebekka,Private room,254,5
2427,20574085,Kjersti K.,Entire home/apt,753,4
2428,20594597,Guro,Entire home/apt,516,2
2429,20623238,Simon,Entire home/apt,998,2
2430,20666909,Noorita,Entire home/apt,499,2
2431,20691048,Juana,Entire home/apt,820,1
2432,20692437,Gustaf,Entire home/apt,550,5
2433,20693369,Roald,Entire home/apt,804,4
2434,20694513,Tara,Entire home/apt,651,3
2435,20713675,Sigrid,Entire home/apt,897,7
2436,20738005,Thanh,Entire home/apt,1802,4
2437,20748166,Petter,Entire home/apt,499,2
2438,20748198,John,Private room,474,1
2439,20751730,Elisabeth,Private room,347,3
2440,20763565,Birgitte,Entire home/apt,947,3
2441,20771242,Trond,Entire home/apt,998,3
2442,20774795,Bjï¿½ï¿½ï¿½ï¿½,Private room,347,2
2443,20774795,Bjï¿½ï¿½ï¿½ï¿½,Entire home/apt,1201,2
2444,20779073,Tim,Entire home/apt,431,5
2445,20786491,Pernille,Entire home/apt,1404,2
2446,20790801,Yvonne & Daren,Entire home/apt,753,2
2447,20801948,Christoffer,Entire home/apt,998,1
2448,20812115,Tina,Entire home/apt,804,7
2449,20814736,Jan,Private room,601,1
2450,20815848,Bjarte,Entire home/apt,1049,4
2451,20836540,Liv,Entire home/apt,761,1
2452,20836540,Liv,Entire home/apt,846,2
2453,20848261,Tonje,Entire home/apt,702,1
2454,20863360,Kaleem,Entire home/apt,998,1
2455,20877182,Johanne Marie,Entire home/apt,609,12
2456,20877182,Johanne Marie,Entire home/apt,846,7
2457,20877265,Torstein,Entire home/apt,550,2
2458,20925885,Charlotte,Entire home/apt,998,3
2459,20944928,Tor-Inge,Entire home/apt,550,2
2460,20959259,Lene,Entire home/apt,1201,3
2461,20959426,Maren,Entire home/apt,804,2
2462,20993987,Johan,Private room,364,1
2463,21028807,Gunnar,Entire home/apt,846,7
2464,21031837,Beate,Entire home/apt,601,3
2465,21034917,Robin,Entire home/apt,990,3
2466,21048960,Kjell-Magnus,Entire home/apt,897,2
2467,21055422,Ann Kristin,Entire home/apt,973,3
2468,21055422,Ann Kristin,Entire home/apt,981,5
2469,21055422,Ann Kristin,Entire home/apt,2047,14
2470,21055422,Ann Kristin,Entire home/apt,1429,2
2471,21059638,Henrik,Entire home/apt,1751,2
2472,21072731,Anne Sofie,Entire home/apt,2504,14
2473,21073293,Eva,Entire home/apt,804,90
2474,21091656,Mathias Owing,Entire home/apt,1201,3
2475,21096276,Erik Andrï¿,Entire home/apt,897,27
2476,21114042,Sanda,Entire home/apt,1649,2
2477,21126018,Daniel,Entire home/apt,998,5
2478,21134668,Anja,Entire home/apt,541,3
2479,21175745,Silje,Entire home/apt,2597,2
2480,21180280,Oda & Amalie,Entire home/apt,1091,2
2481,21202115,Julie Dolva,Private room,524,2
2482,21241297,Andrea,Entire home/apt,2994,2
2483,21241297,Andrea,Private room,787,2
2484,21244673,Sigurd,Entire home/apt,998,10
2485,21303560,Maria,Entire home/apt,601,2
2486,21314046,Hans Petter,Entire home/apt,601,3
2487,21321012,ýýystein,Entire home/apt,2504,7
2488,21324381,Sachin,Private room,296,1
2489,21328870,Kristian,Entire home/apt,381,2
2490,21347352,Thuria,Entire home/apt,448,1
2491,21387428,Inger,Entire home/apt,897,1
2492,21396572,Sondre,Entire home/apt,846,1
2493,21396818,Sindre,Entire home/apt,947,5
2494,21398503,Nina,Entire home/apt,651,1
2495,21404356,Maria,Entire home/apt,651,2
2496,21413898,(Email hidden by Airbnb),Entire home/apt,846,5
2497,21441597,Inga,Entire home/apt,736,2
2498,21475341,Vibeke,Private room,804,2
2499,21550771,Glï¿½ï,Entire home/apt,694,2
2500,21551947,Karina,Entire home/apt,448,14
2501,21551947,Karina,Private room,491,2
2502,21551947,Karina,Private room,491,1
2503,21551947,Karina,Entire home/apt,491,10
2504,21551947,Karina,Entire home/apt,448,7
2505,21551947,Karina,Private room,491,10
2506,21558531,Benedicte,Entire home/apt,499,3
2507,21567449,An-Khang,Entire home/apt,702,1
2508,21591104,Anniken Elise,Entire home/apt,431,30
2509,21598725,Nikolai,Entire home/apt,795,1
2510,21606363,Peder,Entire home/apt,3003,6
2511,21606699,Kamal,Entire home/apt,998,2
2512,21606711,Pauline,Private room,465,1
2513,21634368,Henrik,Entire home/apt,668,4
2514,21639357,Anette,Entire home/apt,804,2
2515,21642907,Toula,Entire home/apt,550,5
2516,21647110,Per-Aasmund,Entire home/apt,1599,3
2517,21649878,Kristin,Entire home/apt,364,2
2518,21654743,Natalie,Entire home/apt,1150,7
2519,21654754,Tone,Private room,533,1
2520,21654754,Tone,Entire home/apt,1700,7
2521,21665032,Tara,Entire home/apt,550,1
2522,21679027,Bjorn,Private room,584,2
2523,21685036,Andrï¿,Private room,398,1
2524,21685036,Andrï¿,Private room,448,1
2525,21685036,Andrï¿,Private room,398,1
2526,21692033,Christian,Private room,364,1
2527,21717291,Troels,Entire home/apt,804,5
2528,21722047,Live,Entire home/apt,406,5
2529,21728399,Anette,Entire home/apt,804,1
2530,21730810,Kyrre,Entire home/apt,897,6
2531,21740592,Inger,Entire home/apt,2301,3
2532,21757543,Dimi,Entire home/apt,1252,2
2533,21769479,Elo,Private room,448,1
2534,21770133,Terje,Private room,457,2
2535,21780049,Susann,Entire home/apt,575,1
2536,21792595,Andreas,Entire home/apt,3003,5
2537,21797294,Henrik,Entire home/apt,947,1
2538,21798224,Julie,Private room,448,1
2539,21801683,Ann Elin,Private room,389,1
2540,21802862,Christina,Entire home/apt,804,2
2541,21848629,Galina,Entire home/apt,499,4
2542,21858844,Olaf,Entire home/apt,1150,2
2543,21861682,Petter,Entire home/apt,1091,1
2544,21864785,Iver,Entire home/apt,651,3
2545,21865917,Anum,Private room,897,1
2546,21871622,Erlend,Private room,592,2
2547,21871622,Erlend,Entire home/apt,1201,2
2548,21908951,Ingrid,Entire home/apt,491,2
2549,21913561,ýýse,Entire home/apt,846,3
2550,21934032,Maria,Entire home/apt,804,2
2551,21953879,Pavan,Private room,651,2
2552,21957304,Rebecca,Entire home/apt,651,5
2553,21957386,Sol,Private room,499,1
2554,21957386,Sol,Entire home/apt,1996,1
2555,21964780,Ina,Entire home/apt,1049,4
2556,21993323,Elisabeth Sawkins,Entire home/apt,1996,1
2557,21999074,Trym,Entire home/apt,998,10
2558,22000275,Elin,Entire home/apt,1252,2
2559,22006819,Steffan,Entire home/apt,389,3
2560,22016220,Trine,Private room,296,2
2561,22019415,Julia,Entire home/apt,533,28
2562,22022390,Ane,Entire home/apt,753,2
2563,22061910,Casey,Entire home/apt,1599,4
2564,22076808,Kristin,Entire home/apt,1176,1
2565,22112917,Lone,Entire home/apt,702,2
2566,22126029,Jofrid,Private room,499,2
2567,22126029,Jofrid,Private room,398,1
2568,22127166,Tommy,Entire home/apt,998,2
2569,22156992,Trond,Entire home/apt,499,2
2570,22161413,Glenn Patrick,Entire home/apt,998,1
2571,22161834,Knut,Private room,321,1
2572,22161834,Knut,Entire home/apt,787,3
2573,22163143,Helge,Entire home/apt,584,7
2574,22164596,Nina,Entire home/apt,1150,3
2575,22167880,Theodor & Ingrid,Entire home/apt,1497,6
2576,22203360,Kristin Elizabeth,Private room,491,2
2577,22203360,Kristin Elizabeth,Entire home/apt,1201,1
2578,22226730,Liv Siri,Entire home/apt,897,3
2579,22228123,Gina,Entire home/apt,584,2
2580,22228123,Gina,Private room,338,2
2581,22229925,Trond,Entire home/apt,804,2
2582,22229925,Trond,Entire home/apt,2504,2
2583,22231414,Hï¿½ï¿,Entire home/apt,601,1
2584,22232534,Andre,Entire home/apt,719,1
2585,22240062,Kjetil & Inger Elisabeth,Entire home/apt,804,2
2586,22248252,Fredrik,Entire home/apt,347,2
2587,22250248,Malin,Entire home/apt,634,1
2588,22273517,Fredrik,Entire home/apt,897,7
2589,22295725,Irina,Entire home/apt,727,1
2590,22338851,Miriam,Private room,398,1
2591,22362425,Noemy,Entire home/apt,1996,1
2592,22363365,Sol,Entire home/apt,939,2
2593,22367540,Silvana,Entire home/apt,626,7
2594,22367907,Joachim,Entire home/apt,897,2
2595,22393466,Steinar,Entire home/apt,702,2
2596,22414065,Jï¿½ï¿½,Entire home/apt,516,60
2597,22427796,Michal & Ela,Private room,499,2
2598,22466271,Anja,Entire home/apt,761,2
2599,22472748,Vegard,Entire home/apt,550,5
2600,22482717,Heidi,Entire home/apt,609,3
2601,22517672,Karin,Entire home/apt,998,3
2602,22524477,Sara,Entire home/apt,609,4
2603,22529334,Axel,Entire home/apt,1438,6
2604,22564238,Lars,Private room,211,19
2605,22568031,Lars,Entire home/apt,1252,1
2606,22568031,Lars,Entire home/apt,4001,1
2607,22570995,Erling Magnus,Entire home/apt,448,3
2608,22573191,Tiril Elise,Entire home/apt,499,2
2609,22579105,Kristine,Private room,338,1
2610,22579105,Kristine,Entire home/apt,702,2
2611,22608431,Vegard,Private room,448,1
2612,22608431,Vegard,Entire home/apt,507,4
2613,22609628,Tone,Entire home/apt,1201,1
2614,22622219,Anne Kristine,Private room,1201,1
2615,22625244,Mats,Entire home/apt,1489,5
2616,22638103,Alis,Private room,601,1
2617,22672664,Egil,Entire home/apt,1903,7
2618,22674179,Arve,Entire home/apt,601,1
2619,22674858,Martin,Entire home/apt,601,1
2620,22680394,Elise,Private room,651,1
2621,22680394,Elise,Entire home/apt,1404,1
2622,22680760,Hï¿½ï¿,Entire home/apt,668,2
2623,22681202,Tina Madeleine,Entire home/apt,1100,2
2624,22694086,Krzysztof,Entire home/apt,998,2
2625,22704675,Stian,Entire home/apt,1353,2
2626,22704675,Stian,Private room,694,2
2627,22729777,Petter,Entire home/apt,601,7
2628,22732247,Lotta,Private room,372,1
2629,22732247,Lotta,Entire home/apt,787,3
2630,22761324,Carina,Entire home/apt,1252,2
2631,22769930,Siv Elin,Entire home/apt,1083,1
2632,22771471,Markus,Entire home/apt,1802,3
2633,22794570,Turid,Entire home/apt,254,10
2634,22809904,Elin,Private room,288,2
2635,22829466,Erik,Entire home/apt,601,2
2636,22913152,Marianne,Entire home/apt,998,1
2637,22920217,Drew,Entire home/apt,1599,5
2638,22921279,Grete,Entire home/apt,4001,1
2639,22926569,Jonas,Private room,296,1
2640,22932483,Aleksander,Entire home/apt,837,2
2641,22940962,Kjersti,Entire home/apt,499,2
2642,22950051,Lars,Entire home/apt,1700,2
2643,22956306,Lars,Entire home/apt,1100,4
2644,22966283,Carlos,Entire home/apt,398,2
2645,22978267,Marius,Entire home/apt,804,2
2646,22985769,Mathilde,Private room,601,1
2647,22994354,Martin,Entire home/apt,1497,1
2648,22998069,ýýrjan,Entire home/apt,541,2
2649,23019303,Ida,Entire home/apt,668,4
2650,23023982,Mathias,Entire home/apt,584,5
2651,23034059,Hui,Private room,279,1
2652,23065796,Are,Entire home/apt,998,2
2653,23077577,Maria,Private room,398,1
2654,23078468,Gurminder J.,Entire home/apt,651,4
2655,23103137,Wan,Private room,499,1
2656,23104109,Camilla,Entire home/apt,702,1
2657,23116233,Carolina,Entire home/apt,406,1
2658,23116233,Carolina,Private room,296,1
2659,23140201,Aleksander,Entire home/apt,1599,2
2660,23140201,Aleksander,Private room,550,1
2661,23155348,Andrea,Entire home/apt,1252,2
2662,23158827,Nina,Private room,651,1
2663,23189512,Azar,Entire home/apt,524,2
2664,23190468,Thea,Entire home/apt,499,2
2665,23192961,Runar,Entire home/apt,660,4
2666,23206026,Ole,Private room,601,3
2667,23224266,ýýyvind Kaul,Entire home/apt,1396,2
2668,23248146,Kristianne,Private room,499,1
2669,23255152,Christina,Entire home/apt,601,2
2670,23263301,Eirik,Entire home/apt,998,2
2671,23265363,Trond,Entire home/apt,601,1
2672,23272777,Visar,Entire home/apt,2309,4
2673,23279822,Abdulrahman,Private room,398,1
2674,23284582,Fabiana,Entire home/apt,1201,3
2675,23299872,Espen,Entire home/apt,499,30
2676,23301032,Martin,Entire home/apt,448,3
2677,23302117,Tina,Entire home/apt,702,3
2678,23348238,Tine & Edward,Entire home/apt,804,2
2679,23367724,Sanna,Entire home/apt,1497,2
2680,23374686,Charlotte,Entire home/apt,601,1
